op,profile,seed,status,score,rank,time_used,min_vitals,litany
op2-1,sloppy,12,won,5129,S,35,52,0
op2-1,sloppy,13,won,5129,S,35,52,0
op2-1,sloppy,14,won,5038,S,30,62,0
op2-1,sloppy,15,won,5129,S,35,52,0
op2-1,sloppy,16,won,5129,S,35,52,0
op2-1,sloppy,17,won,5129,S,35,52,0
op2-1,sloppy,18,won,5038,S,30,62,0
op2-1,sloppy,19,won,5038,S,30,62,0
op2-1,sloppy,20,won,5057,S,39,47,0
op2-2,novice,1,won,5576,A,69,36,0
op2-2,novice,2,won,5625,A,84,36,0
op2-2,novice,3,won,5508,A,59,42,0
op2-2,novice,4,won,5576,A,69,36,0
op2-2,novice,5,won,5625,A,84,36,0
op2-2,novice,6,won,5816,A,57,41,0
op2-2,novice,7,won,5508,A,59,42,0
op2-2,novice,8,won,5484,A,59,47,0
op2-2,novice,9,won,5625,A,84,36,0
op2-2,novice,10,won,5753,A,77,36,0
op2-2,novice,11,won,5798,A,59,42,0
op2-2,novice,12,won,5552,A,59,47,0
op2-2,novice,13,won,5798,A,59,42,0
op2-2,novice,14,won,5836,A,77,36,0
op2-2,novice,15,won,5798,A,59,42,0
op2-2,novice,16,won,5552,A,59,47,0
op2-2,novice,17,won,5832,A,58,47,0
op2-2,novice,18,won,5508,A,59,42,0
op2-2,novice,19,won,5552,A,59,47,0
op2-2,novice,20,won,5989,A,67,36,0
op2-2,steady,1,won,6252,S,52,50,0
op2-2,steady,2,won,6100,S,45,59,0
op2-2,steady,3,won,6382,S,57,40,0
op2-2,steady,4,won,6262,S,51,50,0
op2-2,steady,5,won,6382,S,59,39,0
op2-2,steady,6,won,6402,S,57,40,0
op2-2,steady,7,won,6244,S,53,51,0
op2-2,steady,8,won,6082,S,47,60,0
op2-2,steady,9,won,6382,S,57,39,0
op2-2,steady,10,won,6090,S,46,59,0
op2-2,steady,11,won,6092,S,46,61,0
op2-2,steady,12,won,6382,S,57,39,0
op2-2,steady,13,won,6244,S,53,51,0
op2-2,steady,14,won,6382,S,59,39,0
op2-2,steady,15,won,6382,S,59,39,0
op2-2,steady,16,won,6252,S,52,50,0
op2-2,steady,17,won,6092,S,46,61,0
op2-2,steady,18,won,6092,S,46,61,0
op2-2,steady,19,won,6402,S,57,40,0
op2-2,steady,20,won,6402,S,57,40,0
op2-2,expert,1,won,6390,XS,42,61,0
op2-2,expert,2,won,6200,S,37,69,0
op2-2,expert,3,won,6708,XS,47,59,0
op2-2,expert,4,won,6424,XS,41,64,0
op2-2,expert,5,won,6688,XS,47,59,0
op2-2,expert,6,won,6688,XS,47,59,0
op2-2,expert,7,won,6390,XS,42,61,0
op2-2,expert,8,won,6200,S,37,68,0
op2-2,expert,9,won,6688,XS,47,59,0
op2-2,expert,10,won,6224,S,37,71,0
op2-2,expert,11,won,6200,S,37,69,0
op2-2,expert,12,won,6688,XS,47,59,0
op2-2,expert,13,won,6390,XS,42,61,0
op2-2,expert,14,won,6688,XS,47,59,0
op2-2,expert,15,won,6688,XS,47,59,0
op2-2,expert,16,won,6390,XS,42,62,0
op2-2,expert,17,won,6200,S,37,69,0
op2-2,expert,18,won,6200,S,37,69,0
op2-2,expert,19,won,6688,XS,47,59,0
op2-2,expert,20,won,6688,XS,47,59,0
op2-2,farm,1,won,6252,S,52,50,0
op2-2,farm,2,won,6100,S,45,59,0
op2-2,farm,3,won,6382,S,57,40,0
op2-2,farm,4,won,6262,S,51,50,0
op2-2,farm,5,won,6382,S,59,39,0
op2-2,farm,6,won,6402,S,57,40,0
op2-2,farm,7,won,6244,S,53,51,0
op2-2,farm,8,won,6082,S,47,60,0
op2-2,farm,9,won,6382,S,57,39,0
op2-2,farm,10,won,6090,S,46,59,0
op2-2,farm,11,won,6092,S,46,61,0
op2-2,farm,12,won,6382,S,57,39,0
op2-2,farm,13,won,6244,S,53,51,0
op2-2,farm,14,won,6382,S,59,39,0
op2-2,farm,15,won,6382,S,59,39,0
op2-2,farm,16,won,6252,S,52,50,0
op2-2,farm,17,won,6092,S,46,61,0
op2-2,farm,18,won,6092,S,46,61,0
op2-2,farm,19,won,6402,S,57,40,0
op2-2,farm,20,won,6402,S,57,40,0
op2-2,sloppy,1,won,6252,S,52,50,0
op2-2,sloppy,2,won,6100,S,45,59,0
op2-2,sloppy,3,won,6382,S,57,40,0
op2-2,sloppy,4,won,6262,S,51,50,0
op2-2,sloppy,5,won,6382,S,59,39,0
op2-2,sloppy,6,won,6402,S,57,40,0
op2-2,sloppy,7,won,6244,S,53,51,0
op2-2,sloppy,8,won,6082,S,47,60,0
op2-2,sloppy,9,won,6382,S,57,39,0
op2-2,sloppy,10,won,6090,S,46,59,0
op2-2,sloppy,11,won,6092,S,46,61,0
op2-2,sloppy,12,won,6382,S,57,39,0
op2-2,sloppy,13,won,6244,S,53,51,0
op2-2,sloppy,14,won,6382,S,59,39,0
op2-2,sloppy,15,won,6382,S,59,39,0
op2-2,sloppy,16,won,6252,S,52,50,0
op2-2,sloppy,17,won,6092,S,46,61,0
op2-2,sloppy,18,won,6092,S,46,61,0
op2-2,sloppy,19,won,6402,S,57,40,0
op2-2,sloppy,20,won,6402,S,57,40,0
op2-3,novice,1,won,8308,S,66,37,0
op2-3,novice,2,won,8278,S,73,38,0
op2-3,novice,3,won,8308,S,68,37,0
op2-3,novice,4,won,8318,S,69,38,0
op2-3,novice,5,won,8308,S,70,38,0
op2-3,novice,6,won,8308,S,68,37,0
op2-3,novice,7,won,8308,S,66,37,0
op2-3,novice,8,won,8308,S,66,37,0
op2-3,novice,9,won,8308,S,66,37,0
op2-3,novice,10,won,8308,S,66,37,0
op2-3,novice,11,won,8308,S,68,37,0
op2-3,novice,12,won,8328,S,64,38,0
op2-3,novice,13,won,8308,S,66,37,0
op2-3,novice,14,won,8318,S,69,38,0
op2-3,novice,15,won,8338,S,63,38,0
op2-3,novice,16,won,8318,S,69,38,0
op2-3,novice,17,won,8308,S,68,37,0
op2-3,novice,18,won,8318,S,69,38,0
op2-3,novice,19,won,8308,S,68,37,0
op2-3,novice,20,won,8318,S,69,38,0
op2-3,steady,1,won,8578,S,47,47,0
op2-3,steady,2,won,8548,S,52,46,0
op2-3,steady,3,won,8568,S,48,47,0
op2-3,steady,4,won,8568,S,50,47,0
op2-3,steady,5,won,8568,S,50,46,0
op2-3,steady,6,won,8568,S,48,47,0
op2-3,steady,7,won,8578,S,47,47,0
op2-3,steady,8,won,8578,S,47,47,0
op2-3,steady,9,won,8578,S,47,47,0
op2-3,steady,10,won,8578,S,47,47,0
op2-3,steady,11,won,8568,S,48,47,0
op2-3,steady,12,won,8588,S,46,47,0
op2-3,steady,13,won,8578,S,47,47,0
op2-3,steady,14,won,8568,S,50,47,0
op2-3,steady,15,won,8598,S,45,47,0
op2-3,steady,16,won,8568,S,50,47,0
op2-3,steady,17,won,8568,S,48,47,0
op2-3,steady,18,won,8568,S,50,47,0
op2-3,steady,19,won,8568,S,48,47,0
op2-3,steady,20,won,8568,S,50,47,0
op2-3,expert,1,won,8884,XS,36,58,0
op2-3,expert,2,won,8854,XS,39,57,0
op2-3,expert,3,won,8874,XS,37,58,0
op2-3,expert,4,won,8874,XS,37,58,0
op2-3,expert,5,won,8874,XS,37,58,0
op2-3,expert,6,won,8874,XS,37,58,0
op2-3,expert,7,won,8884,XS,36,58,0
op2-3,expert,8,won,8884,XS,36,58,0
op2-3,expert,9,won,8884,XS,36,58,0
op2-3,expert,10,won,8884,XS,36,58,0
op2-3,expert,11,won,8874,XS,37,58,0
op2-3,expert,12,won,8894,XS,35,58,0
op2-3,expert,13,won,8884,XS,36,58,0
op2-3,expert,14,won,8874,XS,37,58,0
op2-3,expert,15,won,8904,XS,34,58,0
op2-3,expert,16,won,8874,XS,37,58,0
op2-3,expert,17,won,8874,XS,37,58,0
op2-3,expert,18,won,8874,XS,37,58,0
op2-3,expert,19,won,8874,XS,37,58,0
op2-3,expert,20,won,8874,XS,37,58,0
op2-3,farm,1,won,8578,S,47,47,0
op2-3,farm,2,won,8548,S,52,46,0
op2-3,farm,3,won,8568,S,48,47,0
op2-3,farm,4,won,8568,S,50,47,0
op2-3,farm,5,won,8568,S,50,46,0
op2-3,farm,6,won,8568,S,48,47,0
op2-3,farm,7,won,8578,S,47,47,0
op2-3,farm,8,won,8578,S,47,47,0
op2-3,farm,9,won,8578,S,47,47,0
op2-3,farm,10,won,8578,S,47,47,0
op2-3,farm,11,won,8568,S,48,47,0
op2-3,farm,12,won,8588,S,46,47,0
op2-3,farm,13,won,8578,S,47,47,0
op2-3,farm,14,won,8568,S,50,47,0
op2-3,farm,15,won,8598,S,45,47,0
op2-3,farm,16,won,8568,S,50,47,0
op2-3,farm,17,won,8568,S,48,47,0
op2-3,farm,18,won,8568,S,50,47,0
op2-3,farm,19,won,8568,S,48,47,0
op2-3,farm,20,won,8568,S,50,47,0
op2-3,sloppy,1,won,8578,S,47,47,0
op2-3,sloppy,2,won,8498,S,55,43,0
op2-3,sloppy,3,won,8568,S,48,47,0
op2-3,sloppy,4,won,8538,S,51,45,0
op2-3,sloppy,5,won,8568,S,50,46,0
op2-3,sloppy,6,won,7803,A,50,45,0
op2-3,sloppy,7,won,8578,S,47,47,0
op2-3,sloppy,8,won,8578,S,47,47,0
op2-3,sloppy,9,won,8578,S,47,47,0
op2-3,sloppy,10,won,8578,S,47,47,0
op2-3,sloppy,11,won,8568,S,48,47,0
op2-3,sloppy,12,won,8588,S,46,47,0
op2-3,sloppy,13,won,8578,S,47,47,0
op2-3,sloppy,14,won,8568,S,50,47,0
op2-3,sloppy,15,won,8598,S,45,47,0
op2-3,sloppy,16,won,8568,S,50,47,0
op2-3,sloppy,17,won,8548,S,50,45,0
op2-3,sloppy,18,won,8568,S,50,47,0
op2-3,sloppy,19,won,8568,S,48,47,0
op2-3,sloppy,20,won,8568,S,50,47,0
op2-4,novice,1,won,6972,A,92,32,0
op2-4,novice,2,won,6972,A,92,32,0
op2-4,novice,3,won,6972,A,92,32,0
op2-4,novice,4,won,6972,A,92,32,0
op2-4,novice,5,won,6972,A,92,32,0
op2-4,novice,6,won,6972,A,92,32,0
op2-4,novice,7,won,6972,A,92,32,0
op2-4,novice,8,won,6972,A,92,32,0
op2-4,novice,9,won,6972,A,92,32,0
op2-4,novice,10,won,6972,A,92,32,0
op2-4,novice,11,won,6972,A,92,32,0
op2-4,novice,12,won,6972,A,92,32,0
op2-4,novice,13,won,6972,A,92,32,0
op2-4,novice,14,won,6972,A,92,32,0
op2-4,novice,15,won,6972,A,92,32,0
op2-4,novice,16,won,6972,A,92,32,0
op2-4,novice,17,won,6972,A,92,32,0
op2-4,novice,18,won,6972,A,92,32,0
op2-4,novice,19,won,6972,A,92,32,0
op2-4,novice,20,won,6972,A,92,32,0
op2-4,steady,1,won,7289,S,68,35,0
op2-4,steady,2,won,7289,S,68,35,0
op2-4,steady,3,won,7289,S,68,35,0
op2-4,steady,4,won,7289,S,68,35,0
op2-4,steady,5,won,7289,S,68,35,0
op2-4,steady,6,won,7289,S,68,35,0
op2-4,steady,7,won,7289,S,68,35,0
op2-4,steady,8,won,7289,S,68,35,0
op2-4,steady,9,won,7289,S,68,35,0
op2-4,steady,10,won,7289,S,68,35,0
op2-4,steady,11,won,7289,S,68,35,0
op2-4,steady,12,won,7289,S,68,35,0
op2-4,steady,13,won,7289,S,68,35,0
op2-4,steady,14,won,7289,S,68,35,0
op2-4,steady,15,won,7289,S,68,35,0
op2-4,steady,16,won,7289,S,68,35,0
op2-4,steady,17,won,7289,S,68,35,0
op2-4,steady,18,won,7289,S,68,35,0
op2-4,steady,19,won,7289,S,68,35,0
op2-4,steady,20,won,7289,S,68,35,0
op2-4,expert,1,won,8091,XS,53,58,0
op2-4,expert,2,won,8091,XS,53,58,0
op2-4,expert,3,won,8091,XS,53,58,0
op2-4,expert,4,won,8091,XS,53,58,0
op2-4,expert,5,won,8091,XS,53,58,0
op2-4,expert,6,won,8091,XS,53,58,0
op2-4,expert,7,won,8091,XS,53,58,0
op2-4,expert,8,won,8091,XS,53,58,0
op2-4,expert,9,won,8091,XS,53,58,0
op2-4,expert,10,won,8091,XS,53,58,0
op2-4,expert,11,won,8091,XS,53,58,0
op2-4,expert,12,won,8091,XS,53,58,0
op2-4,expert,13,won,8091,XS,53,58,0
op2-4,expert,14,won,8091,XS,53,58,0
op2-4,expert,15,won,8091,XS,53,58,0
op2-4,expert,16,won,8091,XS,53,58,0
op2-4,expert,17,won,8091,XS,53,58,0
op2-4,expert,18,won,8091,XS,53,58,0
op2-4,expert,19,won,8091,XS,53,58,0
op2-4,expert,20,won,8091,XS,53,58,0
op2-4,farm,1,won,7289,S,68,35,0
op2-4,farm,2,won,7289,S,68,35,0
op2-4,farm,3,won,7289,S,68,35,0
op2-4,farm,4,won,7289,S,68,35,0
op2-4,farm,5,won,7289,S,68,35,0
op2-4,farm,6,won,7289,S,68,35,0
op2-4,farm,7,won,7289,S,68,35,0
op2-4,farm,8,won,7289,S,68,35,0
op2-4,farm,9,won,7289,S,68,35,0
op2-4,farm,10,won,7289,S,68,35,0
op2-4,farm,11,won,7289,S,68,35,0
op2-4,farm,12,won,7289,S,68,35,0
op2-4,farm,13,won,7289,S,68,35,0
op2-4,farm,14,won,7289,S,68,35,0
op2-4,farm,15,won,7289,S,68,35,0
op2-4,farm,16,won,7289,S,68,35,0
op2-4,farm,17,won,7289,S,68,35,0
op2-4,farm,18,won,7289,S,68,35,0
op2-4,farm,19,won,7289,S,68,35,0
op2-4,farm,20,won,7289,S,68,35,0
op2-4,sloppy,1,won,7289,S,68,35,0
op2-4,sloppy,2,won,7289,S,68,35,0
op2-4,sloppy,3,won,7289,S,68,35,0
op2-4,sloppy,4,won,7289,S,68,35,0
op2-4,sloppy,5,won,7289,S,68,35,0
op2-4,sloppy,6,won,7289,S,68,35,0
op2-4,sloppy,7,won,7289,S,68,35,0
op2-4,sloppy,8,won,7289,S,68,35,0
op2-4,sloppy,9,won,7289,S,68,35,0
op2-4,sloppy,10,won,7289,S,68,35,0
op2-4,sloppy,11,won,7289,S,68,35,0
op2-4,sloppy,12,won,7289,S,68,35,0
op2-4,sloppy,13,won,7289,S,68,35,0
op2-4,sloppy,14,won,7289,S,68,35,0
op2-4,sloppy,15,won,7289,S,68,35,0
op2-4,sloppy,16,won,7289,S,68,35,0
op2-4,sloppy,17,won,7289,S,68,35,0
op2-4,sloppy,18,won,7289,S,68,35,0
op2-4,sloppy,19,won,7289,S,68,35,0
op2-4,sloppy,20,won,7289,S,68,35,0
op2-5,novice,1,won,4158,B,383,24,0
op2-5,novice,2,won,4332,A,358,24,0
op2-5,novice,3,won,4393,A,345,29,0
op2-5,novice,4,won,3999,B,394,25,0
op2-5,novice,5,won,4052,B,392,24,0
op2-5,novice,6,won,4063,B,392,25,0
op2-5,novice,7,won,3775,B,414,21,0
op2-5,novice,8,won,4119,B,379,27,0
op2-5,novice,9,won,3881,B,410,27,0
op2-5,novice,10,won,4210,B,368,25,0
op2-5,novice,11,won,3957,B,395,28,0
op2-5,novice,12,won,4276,B,365,29,0
op2-5,novice,13,won,4243,B,360,29,0
op2-5,novice,14,won,3924,B,392,29,0
op2-5,novice,15,won,4228,B,367,25,0
op2-5,novice,16,won,4209,B,359,26,0
op2-5,novice,17,won,4178,B,370,23,0
op2-5,novice,18,won,3810,B,416,28,0
op2-5,novice,19,won,4392,A,364,27,0
op2-5,novice,20,won,4024,B,394,20,0
op2-5,steady,1,won,5516,S,235,30,0
op2-5,steady,2,won,5417,S,229,29,0
op2-5,steady,3,won,5535,S,234,33,0
op2-5,steady,4,won,5505,S,237,30,0
op2-5,steady,5,won,5565,S,220,29,0
op2-5,steady,6,won,5539,S,224,31,0
op2-5,steady,7,won,5294,A,233,32,0
op2-5,steady,8,won,5621,S,223,33,0
op2-5,steady,9,won,5527,S,231,33,0
op2-5,steady,10,won,5615,S,222,32,0
op2-5,steady,11,won,5197,A,250,27,0
op2-5,steady,12,won,5571,S,227,31,0
op2-5,steady,13,won,5390,S,243,30,0
op2-5,steady,14,won,5489,S,239,31,0
op2-5,steady,15,won,5401,S,234,29,0
op2-5,steady,16,won,5409,S,237,33,0
op2-5,steady,17,won,5534,S,229,29,0
op2-5,steady,18,won,5517,S,227,31,0
op2-5,steady,19,won,5258,A,253,29,0
op2-5,steady,20,won,5438,S,234,31,0
op2-5,expert,1,won,6308,XS,175,51,0
op2-5,expert,2,won,6381,XS,167,53,0
op2-5,expert,3,won,6305,XS,175,55,0
op2-5,expert,4,won,6358,XS,173,52,0
op2-5,expert,5,won,6404,XS,172,52,0
op2-5,expert,6,won,6207,XS,173,52,0
op2-5,expert,7,won,6352,XS,179,53,0
op2-5,expert,8,won,6414,XS,171,54,0
op2-5,expert,9,won,6302,S,175,49,0
op2-5,expert,10,won,6368,XS,178,52,0
op2-5,expert,11,won,6381,XS,171,51,0
op2-5,expert,12,won,6393,XS,173,52,0
op2-5,expert,13,won,6440,S,169,50,0
op2-5,expert,14,won,6367,XS,167,53,0
op2-5,expert,15,won,6253,XS,174,52,0
op2-5,expert,16,won,6390,XS,174,52,0
op2-5,expert,17,won,6349,XS,174,52,0
op2-5,expert,18,won,6274,XS,173,51,0
op2-5,expert,19,won,6207,XS,179,54,0
op2-5,expert,20,won,6241,S,176,48,0
op2-5,farm,1,won,4336,A,365,29,0
op2-5,farm,2,won,4399,A,366,29,0
op2-5,farm,3,won,4350,A,358,30,0
op2-5,farm,4,won,4466,A,351,34,0
op2-5,farm,5,won,4520,A,352,32,0
op2-5,farm,6,won,4260,B,358,32,0
op2-5,farm,7,won,4515,A,346,29,0
op2-5,farm,8,won,4329,A,361,30,0
op2-5,farm,9,won,4327,A,352,29,0
op2-5,farm,10,won,4220,B,357,30,0
op2-5,farm,11,won,4278,B,365,28,0
op2-5,farm,12,won,4356,A,348,31,0
op2-5,farm,13,won,4553,A,343,31,0
op2-5,farm,14,won,4310,A,359,32,0
op2-5,farm,15,won,4459,A,356,30,0
op2-5,farm,16,won,4221,B,363,28,0
op2-5,farm,17,won,4267,B,361,28,0
op2-5,farm,18,won,4462,A,353,29,0
op2-5,farm,19,won,4414,A,358,30,0
op2-5,farm,20,won,4421,A,355,29,0
op2-5,sloppy,1,won,5516,S,235,30,0
op2-5,sloppy,2,won,5417,S,229,29,0
op2-5,sloppy,3,won,5535,S,234,33,0
op2-5,sloppy,4,won,5505,S,237,30,0
op2-5,sloppy,5,won,5565,S,220,29,0
op2-5,sloppy,6,won,5539,S,224,31,0
op2-5,sloppy,7,won,5294,A,233,32,0
op2-5,sloppy,8,won,5621,S,223,33,0
op2-5,sloppy,9,won,5527,S,231,33,0
op2-5,sloppy,10,won,5615,S,222,32,0
op2-5,sloppy,11,won,5197,A,250,27,0
op2-5,sloppy,12,won,5571,S,227,31,0
op2-5,sloppy,13,won,5390,S,243,30,0
op2-5,sloppy,14,won,5489,S,239,31,0
op2-5,sloppy,15,won,5401,S,234,29,0
op2-5,sloppy,16,won,5409,S,237,33,0
op2-5,sloppy,17,won,5534,S,229,29,0
op2-5,sloppy,18,won,5517,S,227,31,0
op2-5,sloppy,19,won,5258,A,253,29,0
op2-5,sloppy,20,won,5438,S,234,31,0
